,epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall,len_data
0,0,0.2151207625865936,0.1205265447497367,0.5189923048019409,0.0001,0.9966551065444946,0.0935428813099861,0.2086057364940643,0.1164517849683761,0.6264524459838867,0.0,0.0,50
1,1,0.2070550918579101,0.1154881492257118,0.4192536473274231,0.0001,0.9999976754188538,0.0275948569178581,0.2039226293563842,0.1135405749082565,0.5727688670158386,0.0,0.0,50
2,2,0.2045133411884308,0.1139110997319221,0.3917753398418426,0.0001,1.0,0.0230528879910707,0.2001368105411529,0.1111982241272926,0.5388780832290649,0.0,0.0,50
3,3,0.2061242163181305,0.1149127483367919,0.3815919756889343,0.0001,1.0,0.0221187230199575,0.1967537254095077,0.1091133505105972,0.5146541595458984,0.0,0.0,50
4,4,0.208146259188652,0.1161753684282302,0.3765963613986969,0.0001,1.0,0.0219437219202518,0.1933742016553878,0.1070384830236435,0.4944012761116028,0.0,0.0,50
5,5,0.2108568847179412,0.1178618147969245,0.3738457858562469,0.0001,1.0,0.0229021403938531,0.1898157298564911,0.104862131178379,0.4755216538906097,0.0,0.0,50
6,6,0.2145800590515136,0.1201936230063438,0.3719383180141449,0.0001,1.0,0.0239762030541896,0.1862435638904571,0.1026860699057579,0.4592570662498474,0.0,0.0,50
7,7,0.2168957144021988,0.1216505840420723,0.3705336451530456,0.0001,1.0,0.0242500007152557,0.1827552765607834,0.1005693301558494,0.4467938542366028,0.0,0.0,50
8,8,0.217825710773468,0.122246116399765,0.3701411783695221,0.0001,1.0,0.0250002294778823,0.1798661947250366,0.0988222658634185,0.4386735558509826,0.0,0.0,50
9,9,0.2170373499393463,0.1217444837093353,0.3700304627418518,0.0001,1.0,0.0245533473789691,0.1757580339908599,0.0963475704193115,0.428947389125824,0.0,0.0,50
10,10,0.2201845496892929,0.1237309426069259,0.3688311874866485,0.0001,1.0,0.0249720849096775,0.1722314655780792,0.0942320153117179,0.4227235317230224,0.0,0.0,50
11,11,0.2211953997611999,0.12436393648386,0.3684351146221161,0.0001,1.0,0.0251806546002626,0.1682628393173217,0.0918611139059066,0.4163385331630707,0.0,0.0,50
12,12,0.2218166887760162,0.124761514365673,0.3682474792003631,0.0001,1.0,0.025585351511836,0.1647381037473678,0.0897639617323875,0.4121401906013489,0.0,0.0,50
13,13,0.2226554602384567,0.1252881735563278,0.3678763508796692,0.0001,1.0,0.0257370565086603,0.1618506759405136,0.0880519747734069,0.4095340371131897,0.0,0.0,50
14,14,0.2243914306163787,0.1263896971940994,0.3672323822975158,0.0001,1.0,0.0256598312407732,0.1591706722974777,0.0864677801728248,0.4077475666999817,0.0,0.0,50
15,15,0.2236344814300537,0.1259078979492187,0.367250382900238,0.0001,1.0,0.0254942141473293,0.1559457182884216,0.0845675989985466,0.4052023887634277,0.0,0.0,50
16,16,0.2243008315563202,0.1263289004564285,0.3673079907894134,0.0001,1.0,0.0258863363415002,0.1532834619283676,0.0830039829015731,0.4036178588867187,0.0,0.0,50
17,17,0.2240571081638336,0.126172199845314,0.3671746253967285,0.0001,1.0,0.0255797356367111,0.1510317027568817,0.0816849917173385,0.4020709097385406,0.0,0.0,50
18,18,0.2243783622980117,0.1263796836137771,0.3672230541706085,0.0001,1.0,0.0257911775261163,0.1488988846540451,0.0804385989904403,0.4011970162391662,0.0,0.0,50
19,19,0.2245033681392669,0.1264591962099075,0.3670448660850525,0.0001,1.0,0.0258385986089706,0.1470143347978592,0.0793397203087806,0.4010213911533355,1.0,5.745302473769698e-07,50
20,20,0.2244337648153305,0.1264162957668304,0.3669818937778473,0.0001,1.0,0.0259321611374616,0.1445620357990265,0.0779131278395652,0.4006749093532562,1.0,5.936812613072107e-06,50
21,21,0.2226781100034713,0.1253027617931366,0.3674534559249878,0.0001,1.0,0.0254810657352209,0.1427674293518066,0.0768715739250183,0.4006626009941101,1.0,6.1283230934350286e-06,50
22,22,0.2223205715417862,0.1250755488872528,0.3678043484687805,0.0001,1.0,0.0258086659014225,0.141306847333908,0.0760252848267555,0.4004907011985779,1.0,1.5320807733587571e-06,50
23,23,0.2221158891916275,0.1249438971281051,0.3677025437355041,0.0001,1.0,0.0256286859512329,0.1402713805437088,0.0754265487194061,0.4005922675132751,1.0,5.841057645739056e-05,50
24,24,0.2230330854654312,0.125524565577507,0.3673408627510071,0.0001,1.0,0.0256212837994098,0.1399530917406082,0.075242131948471,0.4005215167999267,1.0,5.745302473769698e-07,50
25,25,0.2238610833883285,0.1260527521371841,0.3672230839729309,0.0001,1.0,0.0260316599160432,0.1507522314786911,0.0815311521291732,0.3947805762290954,1.0,0.0027290186844766,50
26,26,0.2245392501354217,0.1264843493700027,0.366650253534317,0.0001,1.0,0.0255929455161094,0.1581203639507293,0.0858663767576217,0.3911301493644714,1.0,0.004861291963607,50
27,27,0.2261690199375152,0.1275165230035781,0.3662617802619934,0.0001,1.0,0.0259045902639627,0.1480523943901062,0.0799530595541,0.3943014144897461,1.0,0.0023098031524568,50
28,28,0.2265906780958175,0.1277851015329361,0.3661013543605804,0.0001,1.0,0.0259867291897535,0.1431198418140411,0.0770806819200515,0.3958329558372497,1.0,0.0015225051902234,50
29,29,0.2272534817457199,0.1282062530517578,0.3660179078578949,0.0001,1.0,0.0262714400887489,0.1404022425413131,0.0755042433738708,0.3967392742633819,1.0,0.0009385909652337,50
30,30,0.2256305664777755,0.1271769702434539,0.3664949238300323,0.0001,1.0,0.0259098876267671,0.1642218232154846,0.0894798189401626,0.3871365785598755,1.0,0.0075470297597348,50
31,31,0.2243455201387405,0.1263585835695266,0.3668416440486908,0.0001,1.0,0.025673234835267,0.1728157550096511,0.0946196690201759,0.3840639293193817,1.0,0.0103965084999799,50
32,32,0.2246804237365722,0.1265683025121688,0.3668188154697418,0.0001,1.0,0.0258899107575416,0.1486646085977554,0.0803050324320793,0.3923004269599914,1.0,0.0032280939631164,50
33,33,0.225896880030632,0.1273452788591385,0.3664267957210541,0.0001,1.0,0.0261634532362222,0.1919681131839752,0.1062202304601669,0.3775007128715515,1.0,0.0161939021199941,50
34,34,0.22646065056324,0.1277046054601669,0.3659516870975494,0.0001,1.0,0.0258770193904638,0.1708147078752517,0.0934147238731384,0.3838290572166443,1.0,0.009563822299242,50
35,35,0.2274940460920334,0.1283615976572036,0.36572265625,0.0001,1.0,0.0261418167501688,0.1714249402284622,0.0937693417072296,0.3833601474761963,1.0,0.0097815692424774,50
36,36,0.2279414385557174,0.1286467164754867,0.3656154572963714,0.0001,1.0,0.0261376686394214,0.1741367876529693,0.095400370657444,0.3819732069969177,1.0,0.010465451516211,50
37,37,0.2279081493616104,0.1286261677742004,0.365690141916275,0.0001,1.0,0.0262260623276233,0.1872378438711166,0.1033336371183395,0.3779897391796112,1.0,0.0142579264938831,50
38,38,0.2275704592466354,0.1284123212099075,0.3657334148883819,0.0001,1.0,0.0260522104799747,0.1973695605993271,0.1095460876822471,0.374951034784317,1.0,0.0176604855805635,50
39,39,0.2272547632455825,0.1282095462083816,0.3658343851566314,0.0001,1.0,0.0259895380586385,0.1974624395370483,0.1096115112304687,0.3738664388656616,1.0,0.0177104696631431,50
40,40,0.2275324463844299,0.1283857822418213,0.3657574653625488,0.0001,1.0,0.026153240352869,0.1995187699794769,0.1108797043561935,0.3732257783412933,1.0,0.0182765740901231,50
41,41,0.2277235686779022,0.1285083442926406,0.3656855821609497,0.0001,1.0,0.0261672176420688,0.19282166659832,0.1067476496100425,0.3749163746833801,1.0,0.0158882513642311,50
42,42,0.227977305650711,0.1286710798740387,0.3655286431312561,0.0001,1.0,0.0261215213686227,0.2008256018161773,0.1116800755262374,0.3730212152004242,1.0,0.0185891184955835,50
43,43,0.228079468011856,0.1287354975938797,0.365508496761322,0.0001,1.0,0.0260496586561203,0.2039401531219482,0.1136206239461898,0.3715910613536834,1.0,0.0196489356458187,50
44,44,0.2282887548208236,0.1288681328296661,0.3654375374317169,0.0001,1.0,0.0261346045881509,0.2078239470720291,0.1160329729318618,0.3707039356231689,1.0,0.0210193805396556,50
45,45,0.2284016609191894,0.1289406865835189,0.3654475808143616,0.0001,1.0,0.0261688772588968,0.2043689787387848,0.1138789281249046,0.3710539042949676,1.0,0.0194501485675573,50
46,46,0.2286251038312912,0.1290832459926605,0.365317165851593,0.0001,1.0,0.0262069161981344,0.2008406817913055,0.1116875186562538,0.3724433481693268,1.0,0.0185439214110374,50
47,47,0.2284183055162429,0.1289519518613815,0.3654221594333648,0.0001,1.0,0.0261138621717691,0.2071797549724578,0.1156313866376876,0.3705886006355285,1.0,0.0207215826958417,50
48,48,0.2284528315067291,0.1289725750684738,0.3653337359428406,0.0001,1.0,0.0260594226419925,0.2094166725873947,0.1170223355293273,0.3700275421142578,1.0,0.0214688554406166,50
49,49,0.2286414951086044,0.1290929913520813,0.3653726875782013,0.0001,1.0,0.0262256786227226,0.2067983895540237,0.1153852716088295,0.3703394830226898,1.0,0.0201692674309015,50
50,0,0.2069790810346603,0.1154410392045974,0.5185670852661133,0.0001,0.9886249303817748,0.0718224495649337,0.2081779092550277,0.1161836683750152,0.6235610246658325,0.943185567855835,0.0003665287222247,75
51,1,0.2007110267877578,0.1115588098764419,0.4043869972229004,0.0001,0.9998143315315248,0.0210847631096839,0.2038994580507278,0.1135247945785522,0.5656402111053467,0.9005281329154968,0.0046133869327604,75
52,2,0.1983626037836074,0.1101186573505401,0.3842256665229797,0.0001,0.9999781250953674,0.0194386634975671,0.2016989886760711,0.1121621206402778,0.5453899502754211,0.92246276140213,0.0052199712954461,75
53,3,0.2004496753215789,0.1114099770784378,0.3775738179683685,0.0001,1.0,0.0199945848435163,0.1984834671020507,0.1101770401000976,0.5211034417152405,0.9983790516853333,0.0044019180350005,75
54,4,0.2049765586853027,0.1142079532146453,0.3738196492195129,0.0001,1.0,0.021365188062191,0.1938488483428955,0.1073282957077026,0.4942229092121124,1.0,0.0036304467357695,75
55,5,0.2086928039789199,0.1165230795741081,0.3713669180870056,0.0001,1.0,0.0220921263098716,0.1883019059896469,0.1039379313588142,0.4686898589134216,1.0,0.0018827988533303,75
56,6,0.2111183851957321,0.1180381774902343,0.370150625705719,0.0001,1.0,0.0227517448365688,0.1826993227005005,0.10053451359272,0.4493069052696228,1.0,0.001626024604775,75
57,7,0.2092497646808624,0.1168749928474426,0.3705689013004303,0.0001,1.0,0.0224760919809341,0.1752344369888305,0.0960320979356765,0.4315940141677856,0.0,0.0,75
58,8,0.212763637304306,0.1190655976533889,0.3691723346710205,0.0001,1.0,0.0233049858361482,0.1693786084651947,0.0925260186195373,0.4199987351894378,0.0,0.0,75
59,9,0.215545654296875,0.1208141818642616,0.368164449930191,0.0001,1.0,0.0238196272403001,0.1646160781383514,0.0896909981966018,0.4136039018630981,0.0,0.0,75
60,10,0.2157800495624542,0.1209641471505165,0.3677923083305359,0.0001,1.0,0.023806182667613,0.1590905785560608,0.0864201635122299,0.4076848030090332,0.0,0.0,75
61,11,0.2168136537075042,0.1216113343834877,0.3675888478755951,0.0001,1.0,0.0240260120481252,0.1559023559093475,0.0845419317483902,0.4046421349048614,0.0,0.0,75
62,12,0.21708545088768,0.1217816397547721,0.3674522340297699,0.0001,1.0,0.0241566896438598,0.1536482572555542,0.0832178741693496,0.403125911951065,0.0,0.0,75
63,13,0.2173402458429336,0.1219455599784851,0.3671775758266449,0.0001,1.0,0.0241286922246217,0.1505064368247985,0.0813778936862945,0.4006513059139251,0.0,0.0,75
64,14,0.2180563956499099,0.122402049601078,0.3668863475322723,0.0001,1.0,0.0240685231983661,0.1469288170337677,0.0792904198169708,0.3974520862102508,1.0,1.276214192102998e-07,75
65,15,0.2192112654447555,0.123125210404396,0.3665431439876556,0.0001,1.0,0.0243192464113235,0.1450986415147781,0.0782252103090286,0.3977832496166229,0.0,0.0,75
66,16,0.2205330580472946,0.1239555403590202,0.3661756217479706,0.0001,1.0,0.0246451217681169,0.1424362808465957,0.0766797140240669,0.3974873423576355,0.0,0.0,75
67,17,0.219853013753891,0.1235307902097702,0.3662028908729553,0.0001,1.0,0.0243792068213224,0.1401326805353164,0.0753461122512817,0.3968655467033386,1.0,3.828642718417541e-07,75
68,18,0.2197477966547012,0.123465359210968,0.3662711381912231,0.0001,1.0,0.0244151577353477,0.1384444385766983,0.0743709355592727,0.3966142535209656,1.0,7.606236613355577e-05,75
69,19,0.2196889370679855,0.1234239190816879,0.3664502501487732,0.0001,1.0,0.0247646551579237,0.1446921825408935,0.0779920667409896,0.3939887583255768,1.0,0.0018466820474714,75
70,20,0.2192845344543457,0.1231731846928596,0.3662583529949188,0.0001,1.0,0.0241861827671527,0.1441048830747604,0.077648214995861,0.3928283154964447,1.0,0.0018249863060191,75
71,21,0.2207187414169311,0.124076634645462,0.3659707903861999,0.0001,1.0,0.0246868655085563,0.1505148410797119,0.0813865512609481,0.389999121427536,1.0,0.0038425533566623,75
72,22,0.2214299440383911,0.1245264038443565,0.3656024634838104,0.0001,1.0,0.0245113335549831,0.1472370326519012,0.0794718787074089,0.3914958238601684,1.0,0.0031647561118006,75
73,23,0.2214021682739257,0.1245092824101448,0.3656422793865204,0.0001,1.0,0.0246230382472276,0.1694384962320327,0.0925741344690322,0.382997989654541,1.0,0.0092477034777402,75
74,24,0.221369057893753,0.1244874522089958,0.3656742870807647,0.0001,1.0,0.0246646534651517,0.1731864809989929,0.0948125123977661,0.3816062808036804,1.0,0.0104786120355129,75
75,25,0.2217113077640533,0.1247045993804931,0.3655218482017517,0.0001,1.0,0.024612994864583,0.1679824143648147,0.0916987955570221,0.3834716081619262,1.0,0.0090525709092617,75
76,26,0.221871480345726,0.1248041540384292,0.3654478192329407,0.0001,1.0,0.0246703531593084,0.1849359720945358,0.1019118055701255,0.3777483999729156,1.0,0.0140934893861413,75
77,27,0.2221337258815765,0.1249719485640525,0.3653525412082672,0.0001,1.0,0.0246561039239168,0.1925314366817474,0.1065436229109764,0.3755820691585541,1.0,0.0169298760592937,75
78,28,0.2221765667200088,0.1249980106949806,0.3653755187988281,0.0001,1.0,0.0246933344751596,0.1934732049703598,0.1071178242564201,0.3761340975761413,1.0,0.0172881092876195,75
79,29,0.2212538719177246,0.1244134157896041,0.3656339347362518,0.0001,1.0,0.0245771631598472,0.1908203065395355,0.1055011227726936,0.3760352432727813,1.0,0.016224255785346,75
80,30,0.2216721624135971,0.1246813610196113,0.3655258119106293,0.0001,1.0,0.024635462090373,0.1896232366561889,0.1047554537653923,0.3757496178150177,1.0,0.0159018840640783,75
81,31,0.2217198610305786,0.1247099041938781,0.3655353188514709,0.0001,1.0,0.0248240157961845,0.2059552520513534,0.1148190349340438,0.3729037344455719,1.0,0.0213086940348148,75
82,32,0.2213330268859863,0.1244672089815139,0.3656549155712127,0.0001,1.0,0.0246476326137781,0.2120791673660278,0.1186399757862091,0.3718429803848266,1.0,0.024141252040863,75
83,33,0.2212560623884201,0.1244196817278862,0.3656741976737976,0.0001,1.0,0.0247011613100767,0.2005562633275985,0.1114669293165206,0.3729588389396667,1.0,0.0195088498294353,75
84,34,0.2212601751089096,0.1244207695126533,0.3656668066978454,0.0001,1.0,0.0247458033263683,0.2116047292947769,0.1183453649282455,0.3709727525711059,1.0,0.0231512915343046,75
85,35,0.2213506698608398,0.1244767978787422,0.3655766248703003,0.0001,1.0,0.0246460977941751,0.2147603332996368,0.1203285530209541,0.3704931437969208,1.0,0.0249387584626674,75
86,36,0.2216337174177169,0.1246561184525489,0.3655049204826355,0.0001,1.0,0.0247609075158834,0.2144758105278015,0.1201547384262085,0.3701049983501434,1.0,0.0246833879500627,75
87,37,0.2204024493694305,0.1238723918795585,0.3658728301525116,0.0001,1.0,0.0245215892791748,0.2088259607553482,0.116600900888443,0.3722347319126129,1.0,0.0238825622946023,75
88,38,0.2207028120756149,0.1240654736757278,0.3658359944820404,0.0001,1.0,0.0246289558708667,0.2199886888265609,0.1236211955547332,0.3721895813941955,1.0,0.0295998752117156,75
89,39,0.2213581800460815,0.1244828626513481,0.3656235933303833,0.0001,1.0,0.024681631475687,0.215763509273529,0.1209571659564971,0.3715845048427582,1.0,0.0281587745994329,75
90,40,0.2222835123538971,0.1250690966844558,0.3653724789619446,0.0001,1.0,0.0248905252665281,0.2074284702539444,0.1157441213726997,0.3710450530052185,1.0,0.0231275539845228,75
91,41,0.2221250087022781,0.1249683126807212,0.3652771711349487,0.0001,1.0,0.0246360152959823,0.20484659075737,0.1141586303710937,0.3718391060829162,1.0,0.0219852142035961,75
92,42,0.221535250544548,0.1245951429009437,0.3658156394958496,1e-05,1.0,0.025515979155898,0.2124904245138168,0.1189168542623519,0.3700697720050812,1.0,0.0228658020496368,75
93,43,0.2225255519151687,0.1252233833074569,0.3650747835636139,1e-05,1.0,0.0246713738888502,0.2127592712640762,0.1190826073288917,0.3698776364326477,1.0,0.0232708733528852,75
94,44,0.2228313982486724,0.1254168599843979,0.3650037050247192,1e-05,1.0,0.0248067826032638,0.2127669751644134,0.1190869659185409,0.3698900640010834,1.0,0.0232442002743482,75
95,45,0.2229582071304321,0.1254971921443939,0.3649744391441345,1e-05,1.0,0.0248198024928569,0.2123015969991684,0.1187951788306236,0.3699410557746887,1.0,0.0230130776762962,75
96,46,0.2230729013681411,0.1255699396133422,0.3649401664733886,1e-05,1.0,0.0248123984783887,0.2118579596281051,0.1185171902179718,0.3699902296066284,1.0,0.0228226669132709,75
97,47,0.2231609970331192,0.1256257891654968,0.3649135529994964,1e-05,1.0,0.0248101036995649,0.2114407420158386,0.1182559579610824,0.3700422346591949,1.0,0.0226484630256891,75
98,48,0.2232382744550705,0.1256747841835022,0.3648913204669952,1e-05,1.0,0.0248122289776802,0.2111005634069442,0.1180430203676223,0.3700924515724182,1.0,0.0225018262863159,75
99,49,0.2234983444213867,0.1258400231599807,0.3648578524589538,1e-06,1.0,0.0248080156743526,0.2106208950281143,0.1177431121468544,0.370125949382782,1.0,0.0223583802580833,75
100,0,0.2109692543745041,0.1179457381367683,0.47415491938591,0.0001,0.9966686964035034,0.056157287210226,0.2093710899353027,0.1169276013970375,0.6250057816505432,0.0,0.0,100
101,1,0.2013735175132751,0.1119812577962875,0.3894502520561218,0.0001,0.999684512615204,0.0219426192343235,0.2050985842943191,0.1142688393592834,0.5780009031295776,0.0,0.0,100
102,2,0.2029522508382797,0.1129593700170517,0.3785500228404999,0.0001,0.9998072385787964,0.0216805003583431,0.2000786811113357,0.1111610531806945,0.5320053696632385,0.0,0.0,100
103,3,0.2091731131076812,0.1168283522129058,0.3739476203918457,0.0001,0.9998968839645386,0.023202795535326,0.1947389096021652,0.1078742370009422,0.4950045943260193,0.0,0.0,100
104,4,0.2144859135150909,0.1201539412140846,0.3712572753429413,0.0001,0.9999895095825196,0.0243953242897987,0.1890773773193359,0.1044105067849159,0.4656252264976501,0.0,0.0,100
105,5,0.2157370001077652,0.1209388300776481,0.3703979551792145,0.0001,1.0,0.0247116647660732,0.1831576526165008,0.100811943411827,0.443524420261383,0.0,0.0,100
106,6,0.2183413207530975,0.1225786358118057,0.3695406913757324,0.0001,1.0,0.0254652760922908,0.1750874817371368,0.0959437489509582,0.4248902201652527,0.0,0.0,100
107,7,0.2196641564369201,0.123412013053894,0.3687850534915924,0.0001,1.0,0.0253818612545728,0.1666103899478912,0.0908762589097023,0.4133906960487366,0.0,0.0,100
108,8,0.2209201157093048,0.1242094039916992,0.3683322072029114,0.0001,1.0,0.0256839077919721,0.1592897474765777,0.0865376368165016,0.4068520963191986,0.0,0.0,100
109,9,0.2206357568502426,0.124028667807579,0.3684355020523071,0.0001,1.0,0.0256947893649339,0.1527495831251144,0.0826906785368919,0.4031995832920074,0.0,0.0,100
110,10,0.2216809391975402,0.124689906835556,0.3679862320423126,0.0001,1.0,0.025628475472331,0.1475659310817718,0.0796609073877334,0.4009802937507629,0.0,0.0,100
111,11,0.2228676527738571,0.1254455000162124,0.3676368594169616,0.0001,1.0,0.0259753819555044,0.1454561203718185,0.0784326642751693,0.4002756476402282,1.0,3.063339136133436e-06,100
112,12,0.2237715125083923,0.1260147243738174,0.3672654330730438,0.0001,1.0,0.0259024053812026,0.1425933986902237,0.0767704471945762,0.3999007642269134,0.0,0.0,100
113,13,0.2248151153326034,0.1266807913780212,0.3669211268424988,0.0001,1.0,0.0261344872415065,0.14101442694664,0.075856052339077,0.3990016877651214,1.0,2.891026451834477e-05,100
114,14,0.2250916659832,0.1268591284751892,0.3668364286422729,0.0001,1.0,0.0261350385844707,0.1480676829814911,0.0799613520503044,0.3944423794746399,1.0,0.0015892987139523,100
115,15,0.2249466478824615,0.1267660111188888,0.366829514503479,0.0001,1.0,0.0261489823460578,0.1593230068683624,0.0865718275308609,0.3889832198619842,1.0,0.0050252163782715,100
116,16,0.2244817614555359,0.1264710128307342,0.3670246303081512,0.0001,1.0,0.0260825082659721,0.1765109598636627,0.0968363136053085,0.3823121190071106,1.0,0.0111038386821746,100
117,17,0.2251937687397003,0.1269236505031585,0.3666964471340179,0.0001,1.0,0.0261952877044677,0.193538025021553,0.1071756333112716,0.3766506612300873,1.0,0.0168046168982982,100
118,18,0.2256614416837692,0.1272212862968444,0.3665437698364258,0.0001,1.0,0.026128077879548,0.1909536272287368,0.1055981665849685,0.3765445351600647,1.0,0.0156539510935544,100
119,19,0.2268742173910141,0.1279948502779007,0.3661456108093261,0.0001,1.0,0.0262882094830274,0.182323008775711,0.1003456115722656,0.3792673945426941,1.0,0.0129939187318086,100
120,20,0.2272316515445709,0.1282235532999038,0.3660316467285156,0.0001,1.0,0.0263160038739442,0.2029324769973755,0.1129666417837143,0.373614639043808,1.0,0.0202204324305057,100
121,21,0.22696353495121,0.1280519217252731,0.3660782277584076,0.0001,1.0,0.0262094531208276,0.2032948434352874,0.1131970658898353,0.3729946315288543,1.0,0.0199796725064516,100
122,22,0.2272654175758361,0.1282459795475006,0.3660045564174652,0.0001,1.0,0.0263110548257827,0.1941028088331222,0.1075251549482345,0.3746925294399261,1.0,0.016620434820652,100
123,23,0.2279749512672424,0.1286977380514145,0.3657645881175995,0.0001,1.0,0.0263790264725685,0.2018868029117584,0.1123179644346237,0.3727146089076996,1.0,0.01907579600811,100
124,24,0.2283305674791336,0.128925159573555,0.3656120300292969,0.0001,1.0,0.0262988675385713,0.203620359301567,0.1133925914764404,0.372330367565155,1.0,0.0196769759058952,100
